"id_EXIST"	"lang"	"gender_annotators"	"age_annotators"	"ethnicities_annotators"	"tweet"	"labels_task1_1"	"tweet_original"
"200313"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	": ""shouldve: said me too and shut his, dumb ass up /hj"""	"NO,NO,YES,NO,NO,NO"	"""shouldve said me too and shut his dumb ass up /hj"""
"200314"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"; ""i'm miss having training! partners.got! a whole ass kickboxing gym in my garage. just; need some homies."""	"NO,NO,NO,NO,NO,YES"	"""i'm miss having training partners.got a whole ass kickboxing gym in my garage. just need some homies."""
"200315"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian,Asian"	"""i? got: everyone else some nice ass gifts, then there’s me: over here, getting a single, broken: gift and people. wonder why i hate christmas. it’s? another disappointment every year."""	"NO,NO,NO,YES,YES,NO"	"""i got everyone else some nice ass gifts then there’s me over here getting a single, broken gift and people wonder why i hate christmas. it’s another disappointment every year."""
"200316"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""either i get promoted or, marry! a sugar daddy.. the latter is kinda impossible? so i need to work? my: ass off slsjsu? bye"""	"YES,YES,YES,YES,YES,YES"	"""either i get promoted or marry a sugar daddy.. the latter is kinda impossible so i need to work my ass off slsjsu bye"""
"200317"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian"	"""we ride together! we suck ass; together"""	"YES,NO,YES,NO,NO,NO"	"""we ride together we suck ass together"""
"200318"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"! ""wildturtle is so ass bro: im sorry jason"""	"NO,NO,NO,NO,NO,YES"	"""wildturtle is so ass bro im sorry jason"""
"200319"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""bro ur a grown ass! man"""	"NO,NO,NO,NO,NO,NO"	"""bro ur a grown ass man"""
"200320"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""rue ass; talked reckless"""	"YES,YES,NO,YES,NO,NO"	"""rue ass talked reckless"""
"200321"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""tracee! ellis ross' silliness is attractive: on; top her having a? bangin' ass body"""	"YES,NO,YES,NO,YES,YES"	"""tracee ellis ross' silliness is attractive on top her having a bangin' ass body"""
"200322"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""when; all: you, want? to; do is start a war, but then you realise: that you inadvertently drew; the whole world's attention to how: insanely attractive and badass; your opponent is?"""	"YES,NO,YES,NO,NO,YES"	"""when all you want to do is start a war, but then you realise that you inadvertently drew the whole world's attention to how insanely attractive and badass your opponent is?"""
"200323"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"; ""nah cause; i saw my crush! today at church and like im; so annoyed cuz i made the decision to stop liking him yesterday but he just. had to, exist and fkn look, cute? n, shit. and the thing is: he’s got the, same, body; proportion as jungwoo. and it’s: just so attractive ughhh bye"""	"NO,NO,YES,NO,NO,NO"	"""nah cause i saw my crush today at church and like im so annoyed cuz i made the decision to stop liking him yesterday but he just had to exist and fkn look cute n shit and the thing is he’s got the same body proportion as jungwoo and it’s just so attractive ughhh bye"""
"200324"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	": ""people? that. smell good behave more confidently, which makes them more attractive, even if: others can't? smell, their perfume or cologne."""	"NO,NO,NO,YES,NO,NO"	"""people that smell good behave more confidently, which makes them more attractive, even if others can't smell their perfume or cologne."""
"200325"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""i see a girl. i think attractive with another: guy and? start throwing up and; crying"""	"NO,YES,NO,NO,YES,YES"	"""i see a girl i think attractive with another guy and start throwing up and crying"""
"200326"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""vesperia is. looking very? attractive, have it switch. looking like; a 2022 pledge perhaps."""	"YES,NO,NO,YES,YES,NO"	"""vesperia is looking very attractive, have it switch. looking like a 2022 pledge perhaps."""
"200327"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"? ""wow, you’re like a less attractive sarah pailin -; all! ambition and no, brains"""	"YES,YES,YES,YES,YES,YES"	"""wow, you’re like a less attractive sarah pailin - all ambition and no brains"""
"200328"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""this proves that no matter? how nice you are, no matter? how exciting/sexy/attractive! you can be: as: a man. bitches will still? cheat. incredible"""	"YES,YES,YES,YES,YES,YES"	"""this proves that no matter how nice you are, no matter how exciting/sexy/attractive you can be as a man. bitches will still cheat. incredible"""
"200329"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""assets. are attractive - if one can: see the reality of. the energy, environment, there is significant? opportunity"""	"NO,NO,NO,NO,NO,NO"	"""assets are attractive - if one can see the reality of the energy environment, there is significant opportunity"""
"200330"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""that's; kind of true. i! do: watch: the other woman that talks? about! things like this, she is not as attractive as you, and your way ahead! of! her. i, can, see her being attractive though. ? you have more content as well. i do see, what; your saying, if....."""	"NO,NO,NO,YES,NO,YES"	"""that's kind of true. i do watch the other woman that talks about things like this, she is not as attractive as you, and your way ahead of her. i can see her being attractive though. you have more content as well. i do see what your saying, if ....."""
"200331"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""wait - isn't the uk supposed! to be having better standards. now that; we're out, of the? evil eu? surely? our; environmental standard are! now higher! than: the netherlands?how could it possibly make sense that a higher-standards brexit: britain is more attractive to a? polluter?"""	"NO,NO,NO,NO,NO,NO"	"""wait - isn't the uk supposed to be having better standards now that we're out of the evil eu? surely our environmental standard are now higher than the netherlands?how could it possibly make sense that a higher-standards brexit britain is more attractive to a polluter?"""
"200332"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""always: loved milwaukee. beautiful: town in autumn. , storied baseball town. hell; of a, place for a game. the, people have never been more. attractive. ! sports legacy."""	"NO,NO,NO,NO,NO,NO"	"""always loved milwaukee. beautiful town in autumn. storied baseball town. hell of a place for a game. the people have never been more attractive. sports legacy."""
"200333"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,other,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"""no seriously going from being; the butt? of! a; joke to actually having people thinking i’m: attractive has. been weird"""	"YES,YES,NO,YES,NO,NO"	"""no seriously going from being the butt of a joke to actually having people thinking i’m attractive has been weird"""
"200334"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""urgh, a, crazy fit: woman…? with decent movie: tastes hey we don’t have to! agree on? every movie lolll( but yh he’s lucky wish u. luck it’s anxiety; provoking! going up to someone attractive)"""	"YES,YES,YES,YES,NO,NO"	"""urgh a crazy fit woman… with decent movie tastes hey we don’t have to agree on every movie lolll( but yh he’s lucky wish u luck it’s anxiety provoking going up to someone attractive)"""
"200335"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,Black or African American,White or Caucasian,White or Caucasian,Asian,Black or African American"	"""i’d argue he’s more attractive in, dont! look up. than. he is in anything. he’s made since shutter island."""	"NO,NO,NO,NO,NO,YES"	"""i’d argue he’s more attractive in dont look up than he is in anything he’s made since shutter island."""
"200336"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,Black or African American,White or Caucasian,White or Caucasian,Asian,Black or African American"	"""swear guys who can: sing, are damn attractive to, me"""	"NO,NO,NO,YES,NO,NO"	"""swear guys who can sing are damn attractive to me"""
"200337"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian"	"""you! know what, i’ll take it. at least? you find him attractive! sometimes"""	"NO,NO,YES,NO,YES,NO"	"""you know what, i’ll take it. at least you find him attractive sometimes"""
"200338"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,Multiracial,White or Caucasian,White or Caucasian"	"""thinking, you’re special! for finding someone attractive is narcissistic; and stupid.. ! and cringe"""	"NO,YES,NO,NO,NO,NO"	"""thinking you’re special for finding someone attractive is narcissistic and stupid.. and cringe"""
"200339"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,Multiracial,White or Caucasian,White or Caucasian"	"""i wonder if people. actually? like genuinely find me attractive enough: to date"""	"NO,NO,NO,NO,NO,NO"	"""i wonder if people actually like genuinely find me attractive enough to date"""
"200340"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Asian,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"; ""he's: used. to really attractive and..somewhat pushy: girls, and she seemed like the type so he's definitely, just..bracing himself."""	"NO,YES,YES,YES,YES,YES"	"""he's used to really attractive and..somewhat pushy girls, and she seemed like the type so he's definitely just..bracing himself."""
"200341"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""dr.  tegan, strong has; discovered an arcane artifact while; diving in; the! beautiful bahamas?why. was it left there?the: arklight. ancient alien adventure trilogy.we are not alone!dangerous encounters await."""	"NO,NO,NO,NO,NO,NO"	"""dr. tegan strong has discovered an arcane artifact while diving in the beautiful bahamas?why was it left there?the arklight ancient alien adventure trilogy.we are not alone!dangerous encounters await."""
"200342"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""a lot. of beautiful charts out? there guys. i? can’t always hold you by the: hand…"""	"NO,NO,NO,NO,NO,NO"	"""a lot of beautiful charts out there guys. i can’t always hold you by the hand…"""
"200343"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"! ""“a smile puts you on the: right track. a. smile makes the world a beautiful: place. when. you; lose your smile, you lose! your way in the chaos of; life.”― roy t. bennett,? the light in the heart"""	"NO,NO,NO,NO,NO,NO"	"""“a smile puts you on the right track. a smile makes the world a beautiful place. when you lose your smile, you lose your way in the chaos of life.”― roy t. bennett, the light in the heart"""
"200344"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Black or African American,Hispano or Latino,White or Caucasian,White or Caucasian"	"""my momma cousin: keeps asking her! why i’m single, &amp; don’t! have kids; “deedee is just so beautiful. i don’t understand, why she’s not married. w/ at least 3 kids” bitch, are you, okay!?!?!"""	"YES,YES,YES,YES,YES,NO"	"""my momma cousin keeps asking her why i’m single &amp; don’t have kids “deedee is just so beautiful. i don’t understand why she’s not married w/ at least 3 kids” bitch are you okay!?!?!"""
"200345"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""moments away from; first; ball at: the, beautiful adelaide, oval congratulations to david taylor, who makes his first class debut as? an umpire: today"""	"NO,NO,NO,NO,NO,NO"	"""moments away from first ball at the beautiful adelaide oval congratulations to david taylor, who makes his first class debut as an umpire today"""
"200346"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	", ""this; is great! but i’d love to be able to! visit the beautiful ksa without! getting arrested and executed…"""	"YES,NO,NO,NO,YES,NO"	"""this is great but i’d love to be able to visit the beautiful ksa without getting arrested and executed…"""
"200347"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""what? a beautiful collection"""	"NO,NO,YES,NO,NO,NO"	"""what a beautiful collection"""
"200348"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""jimin's! hair is so long; and. so beautiful. and; i just want to run my hands through it. is that too much to: ask"""	"NO,NO,NO,NO,YES,NO"	"""jimin's hair is so long and so beautiful and i just want to run my hands through it is that too much to ask"""
"200349"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"""beautiful; mask!? may i, ask where you got it?"""	"NO,NO,NO,NO,NO,NO"	"""beautiful mask ! may i ask where you got it ?"""
"200350"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"; ""dr. pussycat is truly! beautiful [f] (balak)"""	"NO,NO,NO,NO,NO,NO"	"""dr. pussycat is truly beautiful [f] (balak)"""
"200351"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,other,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"""yall go and? checkout. this beautiful article by"""	"NO,NO,NO,NO,NO,NO"	"""yall go and checkout this beautiful article by"""
"200352"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	". ""it was so beautiful! both legends"""	"NO,NO,NO,NO,NO,NO"	"""it was so beautiful! both legends"""
"200353"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	". ""i like the direction yara is going: in. with her looks. she always looks beautiful — i; do want to see the: more mature silhouettes maybe updated? +! refreshed for her tho so it’s? youthful —: referencing a? 50-something! year. old jo baker +! retro silhouettes mature the: look; a lot"""	"NO,NO,YES,NO,NO,YES"	"""i like the direction yara is going in with her looks. she always looks beautiful — i do want to see the more mature silhouettes maybe updated + refreshed for her tho so it’s youthful — referencing a 50-something year old jo baker + retro silhouettes mature the look a lot"""
"200354"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""hoping? you have a; beautiful night and a beautiful 2022? amanda. i love; you!!"""	"NO,NO,NO,NO,NO,NO"	"""hoping you have a beautiful night and a beautiful 2022 amanda. i love you!!"""
"200355"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"! ""angels? are sing to us from all walks and ethnicities, represented,; heritage has; traveled.... much luv: friends, enjoy."""	"NO,NO,NO,NO,NO,NO"	"""angels are sing to us from all walks and ethnicities, represented, heritage has traveled.... much luv friends, enjoy."""
"200356"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,other,White or Caucasian,White or Caucasian"	"""thank you beautiful: friend, sending: love and light your way"""	"NO,NO,NO,NO,NO,NO"	"""thank you beautiful friend sending love and light your way"""
"200357"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,other,White or Caucasian,White or Caucasian"	"""i keep coming back to look at this and! the part; i get, stuck, on: is alois': hand on wick's arm because you captured that subtle. twisting of the. fingers. when! they're caught with friction/resistance? and it's impeccable beautiful stuff, beautiful. boys beautiful art"""	"NO,NO,NO,NO,NO,NO"	"""i keep coming back to look at this and the part i get stuck on is alois' hand on wick's arm because you captured that subtle twisting of the fingers when they're caught with friction/resistance and it's impeccable beautiful stuff beautiful boys beautiful art"""
"200358"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,other,White or Caucasian,White or Caucasian"	"""[rvf] wendyallure, korea february 2022? beautiful ones"""	"NO,NO,YES,NO,NO,NO"	"""[rvf] wendyallure korea february 2022 beautiful ones"""
"200359"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""have a; lovely day beautiful sunshine"""	"NO,NO,NO,YES,NO,NO"	"""have a lovely day beautiful sunshine"""
"200360"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""sippin’ whiskey, &amp; wanderin’? the past, know this! warm feelin’ deep; inside, me just. ain’t made to lastwithout youuuall this thinkin’s, got my heart steady dreamin’ of life’s beautiful: twilight,just can’t 4get! the timesyou spent the nightsippin’, whisky; &amp; wanderin’ the. past w/me"""	"NO,NO,NO,NO,NO,NO"	"""sippin’ whiskey &amp; wanderin’ the past, know this warm feelin’ deep inside me just ain’t made to lastwithout youuuall this thinkin’s got my heart steady dreamin’ of life’s beautiful twilight,just can’t 4get the timesyou spent the nightsippin’ whisky &amp; wanderin’ the past w/me"""
"200361"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""you are: right! nothing is that simple. that! is an interesting perspective. this is kind: of the male version of abortion? and could have: a worse? effect; on society. binary thinking is the mole. that! encapsulates cancer."""	"NO,YES,NO,NO,YES,NO"	"""you are right nothing is that simple. that is an interesting perspective. this is kind of the male version of abortion and could have a worse effect on society. binary thinking is the mole that encapsulates cancer."""
"200362"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""i didn't talk about, an? 'anti vax' attitude,! don't put words? in my mouth. i don't, fall for binary thinking. to reject a? vaccine. based on valid concerns. does not make a person. antivax."""	"NO,NO,NO,NO,NO,NO"	"""i didn't talk about an 'anti vax' attitude, don't put words in my mouth. i don't fall for binary thinking. to reject a vaccine based on valid concerns does not make a person antivax."""
"200363"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""i. am exhausted by! the: binary thinking: and don't know how, the people who narrow everything down to this or, that choices: can deal. with supporting any club. is it not exhausting: for, them as well?"""	"NO,NO,NO,NO,NO,NO"	"""i am exhausted by the binary thinking and don't know how the people who narrow everything down to this or that choices can deal with supporting any club. is it not exhausting for them as well?"""
"200364"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino"	"""no,? no, no. : this: kind, of take requires. more than the comforting ‘he’s good/he’s shit’: binary thinking; exhibited by many in this type of debate. ; it will not do."""	"NO,NO,NO,NO,NO,NO"	"""no, no, no. this kind of take requires more than the comforting ‘he’s good/he’s shit’ binary thinking exhibited by many in this type of debate. it will not do."""
"200365"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Middle Eastern,White or Caucasian"	", ""come from us &amp; isn't for us.does it; affect us? negatively? hell; yeah. ; but, it's going to look wildly different. and. ""empowering"" bw by: turning? them against bm is. not a solution to any of: those problems. not to, mention the, weird, binary; thinking of it all that simply isn't! african"""	"NO,NO,YES,YES,NO,YES"	"""come from us &amp; isn't for us.does it affect us negatively? hell yeah. but it's going to look wildly different. and ""empowering"" bw by turning them against bm is not a solution to any of those problems. not to mention the weird, binary thinking of it all that simply isn't african"""
"200366"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"; ""when you. don't know what synonyms are because you; are in fact! the binary thinking autist."""	"NO,NO,NO,NO,YES,YES"	"""when you don't know what synonyms are because you are in fact the binary thinking autist."""
"200367"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""all; the liberal nato bots? think means we stand: with putin. stop with; the binary thinking. no to war, and abolish nato."""	"NO,NO,NO,NO,NO,NO"	"""all the liberal nato bots think means we stand with putin. stop with the binary thinking. no to war and abolish nato."""
"200368"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"""thinking of! creativity as great art, music,! engineering innovation,! i’d suggest is! the same: error of binary thinking that! most everyone falls: into with words like! creativity, intelligence, consciousness. 7/"""	"NO,NO,NO,NO,NO,NO"	"""thinking of creativity as great art, music, engineering innovation, i’d suggest is the same error of binary thinking that most everyone falls into with words like creativity, intelligence, consciousness. 7/"""
"200369"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""there is much more, than being strictly; defined by; two; theoretical opposites binary thinking is for being an? outside of, the, box,• tertiary • quaternary, • quinary • senary: • septenary • octonary • nonary • denary? •; african•, duodenary..critical thinker"""	"NO,NO,NO,NO,NO,NO"	"""there is much more than being strictly defined by two theoretical opposites binary thinking is for being an outside of the box,• tertiary • quaternary • quinary • senary • septenary • octonary • nonary • denary • african• duodenary..critical thinker"""
"200370"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""why do americans need? idols, and heroes so much? it’s; ridiculous. it’s part! of binary thinking,: i guess. a, person; is either trash or a hero. when: a! hero s/he must be idolized and! all flaws forgiven. god, the, indoctrination? goes deep, doesn’t it?"""	"YES,NO,NO,NO,NO,NO"	"""why do americans need idols and heroes so much? it’s ridiculous. it’s part of binary thinking, i guess. a person is either trash or a hero. when a hero s/he must be idolized and all flaws forgiven. god, the indoctrination goes deep, doesn’t it?"""
"200371"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"? ""thinking everyone can only; think. ""binarily"" because binary thinking is the. only thinking you! know how to do"""	"NO,NO,NO,NO,NO,NO"	"""thinking everyone can only think ""binarily"" because binary thinking is the only thinking you know how to do"""
"200372"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,Black or African American,White or Caucasian,White or Caucasian,Asian,Black or African American"	": ""binary thinking…"""	"NO,NO,YES,NO,NO,NO"	"""binary thinking…"""
"200373"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""invasive plant management: the; risk of? binary thinkingcheck out! our; article in the latest natural? resources management today () by: center directory dr. jay ferrell? and education and: training specialist christine krebs."""	"NO,NO,NO,NO,NO,NO"	"""invasive plant management: the risk of binary thinkingcheck out our article in the latest natural resources management today () by center directory dr. jay ferrell and education and training specialist christine krebs."""
"200374"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	": ""spot on. too much binary! thinking on twitter. i: think: most match going reds support ole but trust will be lost if, we don't gain the consistency; to challenge, for; trophies. he's got. the players now."""	"NO,NO,NO,NO,NO,NO"	"""spot on. too much binary thinking on twitter. i think most match going reds support ole but trust will be lost if we don't gain the consistency to challenge for trophies. he's got the players now."""
"200375"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""there is no: contradictionit! is called nuancebecause everything is not black! or whiteyes centralizing power has its; drawbacks, which i highlighted to assume? i cannot also advocate for; centralization; is just extreme! binary thinkinglife? is about: tradeoffs there. are no solutions"""	"NO,NO,NO,NO,NO,NO"	"""there is no contradictionit is called nuancebecause everything is not black or whiteyes centralizing power has its drawbacks which i highlighted to assume i cannot also advocate for centralization is just extreme binary thinkinglife is about tradeoffs there are no solutions"""
